,Name,RA,Dec,MajAx,MinAx,PosAng,M,NGC,IC,Common names
12403,NGC6377,17:25:23.21,+58:49:21.9,0.64,0.27,64.0,,,,
12404,NGC6378,17:30:41.98,+06:16:56.2,1.13,0.77,2.0,,,,
12405,NGC6379,17:30:34.91,+16:17:19.5,1.04,0.85,36.0,,,,
12406,NGC6380,17:34:28.42,-39:04:10.8,3.9,,,,,,
12407,NGC6381,17:27:16.85,+60:00:50.6,1.22,0.85,34.0,,,,
12408,NGC6382,17:27:55.18,+56:52:07.4,1.16,0.71,95.0,,,,
12409,NGC6383,17:34:42.54,-32:34:52.9,,,,,6374,,
12410,NGC6384,17:32:24.30,+07:03:37.0,2.45,1.11,20.0,,,,
12411,NGC6385,17:28:01.41,+57:31:18.5,1.14,1.08,70.0,,,,
12412,NGC6386,17:28:51.78,+52:43:24.1,0.97,0.97,75.0,,,,
12413,NGC6387,17:28:23.83,+57:32:43.4,0.31,0.15,63.0,,,,
12414,NGC6388,17:36:17.43,-44:44:08.2,8.4,,,,,,
12415,NGC6389,17:32:39.77,+16:24:06.4,1.2,0.92,135.0,,,,
12416,NGC6390,17:28:28.09,+60:05:39.0,0.88,0.45,11.0,,,,
12417,NGC6391,17:28:48.99,+58:51:03.2,0.75,0.52,87.0,,,,
12418,NGC6392,17:43:30.37,-69:47:06.7,1.94,1.71,60.0,,,,
12419,NGC6393,17:30:08.45,+59:31:54.5,0.43,0.4,126.0,,,,
12420,NGC6394,17:30:21.42,+59:38:23.6,1.14,0.43,40.0,,,,
12421,NGC6395,17:26:31.27,+71:05:46.6,2.25,0.73,17.0,,,,
12422,NGC6396,17:37:36.34,-35:01:33.1,3.3,,,,,,
12423,NGC6397,17:40:41.36,-53:40:25.3,15.3,,,,,,
12424,NGC6398,17:42:43.74,-61:41:39.4,2.44,0.85,161.0,,,,
12425,NGC6399,17:31:50.30,+59:36:55.9,1.21,0.58,13.0,,,,
12426,NGC6400,17:40:12.80,-36:56:51.8,6.0,,,,,,
12427,NGC6401,17:38:36.93,-23:54:31.6,4.5,,,,,,
12428,NGC6402,17:37:36.16,-03:14:45.3,,,,14.0,,,
12429,NGC6403,17:43:23.56,-61:40:55.6,1.15,0.89,19.0,,,,
12430,NGC6404,17:39:37.36,-33:14:48.2,4.2,,,,,,
12431,NGC6405,17:40:20.75,-32:15:15.0,15.6,,,6.0,,,Butterfly Cluster
12432,NGC6406,17:38:19.05,+18:49:59.0,,,,,,,
12433,NGC6407,17:44:57.69,-60:44:23.3,2.47,1.93,56.0,,,,
12434,NGC6408,17:38:47.36,+18:52:40.3,1.55,1.26,155.0,,,,
12435,NGC6409,17:36:35.40,+50:45:57.2,0.72,0.61,55.0,,,,
12436,NGC6410,17:35:20.48,+60:47:35.0,,,,,,,
12437,NGC6411,17:35:32.85,+60:48:48.2,1.76,1.15,69.0,,,,
12438,NGC6412,17:29:37.51,+75:42:15.9,2.13,1.84,142.0,,,,
12439,NGC6413,17:40:40.72,+12:37:26.2,,,,,,,
12440,NGC6414,17:30:36.86,+74:22:34.1,1.0,0.47,141.0,,,,
12441,NGC6415,17:44:20.55,-35:04:15.7,,,,,,,
12442,NGC6416,17:44:19.99,-32:21:39.6,6.9,,,,,,
12443,NGC6417,17:41:47.82,+23:40:19.9,1.42,1.17,27.0,,,,
12444,NGC6418,17:38:09.32,+58:42:53.7,0.65,0.52,171.0,,,,
12445,NGC6419,17:36:05.90,+68:09:20.8,0.97,0.25,131.0,,,,
12446,NGC6420,17:36:16.30,+68:03:08.5,1.02,0.56,62.0,,,,
12447,NGC6421,17:45:44.21,-33:41:33.5,,,,,,,
12448,NGC6422,17:36:30.01,+68:03:31.0,1.17,0.93,58.0,,,,
12449,NGC6423,17:36:53.33,+68:10:17.3,0.63,0.59,170.0,,,,
12450,NGC6424,17:36:12.07,+69:59:20.0,0.81,0.78,75.0,,,,
12451,NGC6425,17:47:01.68,-31:31:45.8,4.8,,,,,,
12452,NGC6426,17:44:54.71,+03:10:12.5,5.7,,,,,,
12453,NGC6427,17:43:38.59,+25:29:38.1,1.55,0.52,36.0,,6431,,
12454,NGC6428,17:43:52.81,+25:33:17.2,,,,,,,
12455,NGC6429,17:44:05.35,+25:21:02.6,1.82,0.7,32.0,,,,
12456,NGC6430,17:45:14.27,+18:08:20.2,1.68,0.58,96.0,,,,
12457,NGC6431,17:43:38.59,+25:29:38.1,,,,,6427,,
12458,NGC6432,17:47:22.41,-24:53:14.9,,,,,,,
12459,NGC6433,17:43:56.21,+36:48:00.4,1.91,0.5,162.0,,,,
12460,NGC6434,17:36:48.82,+72:05:20.3,2.09,0.86,95.0,,,,
12461,NGC6435,17:40:11.08,+62:38:30.3,0.87,0.58,7.0,,,,
12462,NGC6436,17:41:13.24,+60:26:58.9,1.04,0.6,168.0,,,,
12463,NGC6437,17:48:21.12,-35:21:58.3,,,,,,,
12464,NGC6438,18:22:17.48,-85:24:07.4,1.76,1.49,131.0,,,,
12465,NGC6438A,18:22:35.49,-85:24:22.8,3.44,1.36,48.0,,,,
12466,NGC6439,17:48:19.80,-16:28:44.0,0.08,,,,,,
12467,NGC6440,17:48:52.67,-20:21:34.5,5.1,,,,,,
12468,NGC6441,17:50:12.84,-37:03:03.9,4.8,,,,,,
12469,NGC6442,17:46:51.34,+20:45:39.9,1.42,0.97,135.0,,,,
12470,NGC6443,17:44:33.85,+48:06:50.6,1.13,0.5,127.0,,,,
12471,NGC6444,17:49:35.18,-34:49:10.8,6.9,,,,,,
12472,NGC6445,17:49:15.06,-20:00:34.2,0.55,,,,,,Little Gem
12473,NGC6446,17:46:07.51,+35:34:09.8,0.58,0.42,29.0,,,,
12474,NGC6447,17:46:17.23,+35:34:19.1,1.35,0.73,150.0,,,,
12475,NGC6448,17:43:42.80,+53:32:46.0,,,,,,,
12476,NGC6449,17:43:46.34,+56:48:14.9,0.9,0.75,136.0,,,,
12477,NGC6450,17:47:32.36,+18:34:30.8,,,,,,,
12478,NGC6451,17:50:40.64,-30:12:41.8,7.2,,,,,,
12479,NGC6452,17:47:58.53,+20:50:16.1,0.7,0.55,10.0,,,,
12480,NGC6453,17:50:51.71,-34:35:59.6,5.4,,,,,,
12481,NGC6454,17:44:56.61,+55:42:17.2,1.41,1.07,180.0,,,,
12482,NGC6455,17:51:08.10,-35:20:16.1,7.8,,,,,,
12483,NGC6456,17:42:31.85,+67:35:32.3,0.51,0.41,145.0,,,,
12484,NGC6457,17:42:52.84,+66:28:33.6,1.08,0.72,131.0,,,,
12485,NGC6458,17:49:11.01,+20:48:15.4,1.08,0.72,147.0,,,,
12486,NGC6459,17:45:47.19,+55:46:36.3,0.86,0.46,75.0,,,,
12487,NGC6460,17:49:30.36,+20:45:49.2,1.72,0.98,154.0,,,,
12488,NGC6461,17:39:56.51,+74:02:03.2,0.82,0.47,21.0,,,,
12489,NGC6462,17:44:48.86,+61:54:38.1,0.55,0.52,85.0,,,,
12490,NGC6463,17:43:34.32,+67:36:12.6,0.95,0.81,161.0,,,,
12491,NGC6464,17:45:47.53,+60:53:50.9,0.56,0.53,175.0,,,,
12492,NGC6465,17:52:55.58,-25:23:51.7,,,,,,,
12493,NGC6466,17:48:08.10,+51:23:57.2,0.7,0.41,120.0,,,,
12494,NGC6467,17:50:40.16,+17:32:16.0,1.41,0.75,76.0,,6468,,
12495,NGC6468,17:50:40.16,+17:32:16.0,,,,,6467,,
12496,NGC6469,17:53:12.13,-22:16:30.4,9.0,,,,,,
12497,NGC6470,17:44:14.87,+67:37:09.8,1.08,0.69,157.0,,,,
12498,NGC6471,17:44:15.60,+67:35:31.0,1.2,,,,,,
12499,NGC6471 NED01,17:44:13.04,+67:35:35.0,0.93,0.31,172.0,,6471W,,
12500,NGC6471 NED02,17:44:18.16,+67:35:27.9,0.52,0.47,70.0,,6471E,,
12501,NGC6472,17:44:03.10,+67:37:49.2,0.65,0.45,10.0,,,,
12502,NGC6473,17:45:57.84,+57:15:25.6,0.91,0.71,40.0,,,,
12503,NGC6474,17:47:05.56,+57:18:04.2,0.87,0.42,72.0,,,,
12504,NGC6475,17:53:51.18,-34:47:34.2,22.2,,,7.0,,,Ptolemy's Cluster
12505,NGC6476,17:54:02.01,-29:08:39.0,,,,,,,
12506,NGC6477,17:44:30.02,+67:36:38.1,0.55,0.35,126.0,,,,
12507,NGC6478,17:48:38.35,+51:09:26.1,1.45,0.44,35.0,,,,
12508,NGC6479,17:48:21.59,+54:08:56.4,0.94,0.83,151.0,,,,
12509,NGC6480,17:54:26.04,-30:27:07.4,2.7,,,,,,
12510,NGC6481,17:52:48.91,+04:10:04.2,3.9,,,,,,
12511,NGC6482,17:51:48.81,+23:04:19.0,2.03,1.71,68.0,,,,
12512,NGC6483,17:59:30.81,-63:40:07.4,1.83,1.49,117.0,,,,
12513,NGC6484,17:51:46.98,+24:29:00.5,1.74,0.91,77.0,,,,
12514,NGC6485,17:51:52.74,+31:27:42.4,1.23,1.16,15.0,,,,
12515,NGC6486,17:52:35.30,+29:49:04.8,0.61,0.56,70.0,,,,
12516,NGC6487,17:52:41.85,+29:50:19.1,1.8,1.57,20.0,,,,
12517,NGC6488,17:49:20.97,+62:13:22.5,0.65,0.25,82.0,,,,
12518,NGC6489,17:50:01.31,+60:05:32.0,0.51,0.4,32.0,,,,
12519,NGC6490,17:54:30.47,+18:22:33.0,1.01,0.78,112.0,,,,
12520,NGC6491,17:50:00.70,+61:31:54.4,1.25,0.46,37.0,,6493A,,
12521,NGC6492,18:02:48.35,-66:25:50.3,2.38,1.38,79.0,,,,
12522,NGC6493,17:50:22.66,+61:33:33.9,1.07,1.02,25.0,,,,
12523,NGC6494,17:57:04.77,-18:59:07.2,16.8,,,23.0,,,
12524,NGC6495,17:54:50.76,+18:19:36.9,1.44,1.07,75.0,,,,
12525,NGC6496,17:59:03.70,-44:15:58.7,4.62,,,,,,
12526,NGC6497,17:51:17.97,+59:28:15.2,1.45,0.66,110.0,,6498,,
12527,NGC6498,17:51:17.97,+59:28:15.2,,,,,6497,,
12528,NGC6499,17:55:20.01,+18:21:35.1,,,,,,,
12529,NGC6500,17:55:59.78,+18:20:17.7,2.08,1.65,45.0,,,,
12530,NGC6501,17:56:03.74,+18:22:23.1,1.73,1.52,15.0,,,,
12531,NGC6502,18:04:13.72,-65:24:35.8,1.4,1.23,45.0,,,,
12532,NGC6503,17:49:26.43,+70:08:39.7,5.94,1.98,123.0,,,,
12533,NGC6504,17:56:05.71,+33:12:30.2,1.94,0.41,95.0,,,,
12534,NGC6505,17:51:07.44,+65:31:50.8,1.15,0.84,149.0,,,,
12535,NGC6506,17:59:53.49,-24:41:07.2,,,,,,,
12536,NGC6507,17:59:50.79,-17:27:01.0,4.8,,,,,,
12537,NGC6508,17:49:46.44,+72:01:16.0,1.29,1.09,23.0,,,,
12538,NGC6509,17:59:25.27,+06:17:13.3,1.45,1.24,104.0,,,,
12539,NGC6510,17:54:39.30,+60:49:04.5,0.83,0.48,15.0,,6511,,
12540,NGC6511,17:54:39.30,+60:49:04.5,,,,,6510,,
12541,NGC6512,17:54:50.31,+62:38:42.3,0.81,0.66,36.0,,,,
12542,NGC6513,17:59:34.53,+24:52:49.9,1.08,0.77,32.0,,,,
12543,NGC6514,18:02:42.11,-22:58:18.8,28.0,28.0,,20.0,,,Trifid Nebula
12544,NGC6515,17:57:25.19,+50:43:41.2,1.53,1.14,17.0,,,,
12545,NGC6516,17:55:16.78,+62:40:11.5,0.74,0.32,146.0,,,,
12546,NGC6517,18:01:50.39,-08:57:34.2,4.8,,,,,,
12547,NGC6518,17:59:43.74,+28:52:00.0,0.8,0.64,53.0,,,,
12548,NGC6519,18:03:20.13,-29:48:15.3,,,,,,,
12549,NGC6520,18:03:24.14,-27:53:10.0,5.4,,,,,,
12550,NGC6521,17:55:48.44,+62:36:44.1,1.55,1.01,157.0,,,,
12551,NGC6522,18:03:34.07,-30:02:02.3,3.9,,,,,,
12552,NGC6523,18:03:41.27,-24:22:48.6,45.0,30.0,,8.0,6533,,Lagoon Nebula
12553,NGC6524,17:59:14.71,+45:53:13.5,1.63,0.99,156.0,,,,
12554,NGC6525,18:02:04.75,+11:02:18.0,5.4,,,,,,
12555,NGC6526,18:04:06.15,-24:26:30.8,40.0,40.0,,,,,
12556,NGC6527,18:01:46.33,+19:43:43.4,1.48,1.13,146.0,,,,
12557,NGC6528,18:04:49.61,-30:03:20.8,3.6,,,,,,
12558,NGC6529,18:05:28.86,-36:17:43.4,,,,,,,
12559,NGC6530,18:04:31.03,-24:21:29.0,6.0,,,,,,
12560,NGC6531,18:04:13.45,-22:29:24.2,6.0,,,21.0,,,
12561,NGC6532,17:59:13.95,+56:13:54.4,1.69,0.66,120.0,,,,
12562,NGC6533,18:03:41.27,-24:22:48.6,,,,,6523,,
12563,NGC6534,17:56:08.56,+64:17:01.3,0.93,0.49,17.0,,,,
12564,NGC6535,18:03:50.69,-00:17:48.9,3.6,,,,,,
12565,NGC6536,17:57:16.35,+64:56:17.1,1.14,0.92,125.0,,,,
12566,NGC6537,18:05:13.10,-19:50:34.7,0.17,,,,,,Red Spider Nebula
12567,NGC6538,17:54:16.61,+73:25:26.2,0.94,0.52,50.0,,,,
12568,NGC6539,18:04:49.75,-07:35:09.1,6.0,,,,,,
12569,NGC6540,18:06:07.95,-27:45:46.1,4.08,,,,,,
12570,NGC6541,18:08:02.33,-43:42:57.2,7.5,,,,,,
12571,NGC6542,17:59:38.62,+61:21:33.8,1.38,0.4,97.0,,,,
12572,NGC6543,17:58:33.39,+66:37:59.5,0.9,,,,,,Cat's Eye Nebula
12573,NGC6544,18:07:20.00,-24:59:54.1,6.0,,,,,,
12574,NGC6545,18:12:14.77,-63:46:34.1,1.11,0.97,151.0,,,,
12575,NGC6546,18:07:22.55,-23:17:46.4,6.9,,,,,,
12576,NGC6547,18:05:10.02,+25:13:57.4,1.63,0.58,134.0,,,,
12577,NGC6548,18:05:59.24,+18:35:14.1,2.65,2.37,155.0,,,,
12578,NGC6549,18:05:49.50,+18:32:16.9,1.22,0.3,52.0,,6550,,
12579,NGC6550,18:05:49.50,+18:32:16.9,,,,,6549,,
12580,NGC6551,18:08:59.66,-29:33:27.6,,,,,,,
12581,NGC6552,18:00:07.23,+66:36:54.4,1.06,0.73,103.0,,,,
12582,NGC6553,18:09:17.48,-25:54:28.3,5.4,,,,,,
12583,NGC6554,18:09:23.98,-18:22:43.3,8.7,,,,,,
12584,NGC6555,18:07:49.17,+17:36:17.6,1.96,1.61,115.0,,,,
12585,NGC6556,18:09:57.59,-27:31:29.3,,,,,,,
12586,NGC6557,18:21:24.82,-76:34:58.7,1.38,0.92,77.0,,,,
12587,NGC6558,18:10:18.38,-31:45:48.5,5.4,,,,,,
12588,NGC6559,18:09:56.85,-24:06:23.0,15.0,10.0,,,,,
12589,NGC6560,18:05:13.98,+46:52:53.7,1.12,0.61,62.0,,,,
12590,NGC6561,18:10:30.86,-16:43:32.4,6.0,,,,,,
12591,NGC6562,18:05:00.91,+56:15:47.2,1.0,0.95,60.0,,,,
12592,NGC6563,18:12:02.50,-33:52:06.0,0.79,,,,,,
12593,NGC6564,18:09:02.37,+17:23:40.7,,,,,,,
12594,NGC6565,18:11:52.60,-28:10:42.0,0.23,,,,,,
12595,NGC6566,18:07:00.67,+52:15:36.4,0.67,0.6,21.0,,,,
12596,NGC6567,18:13:45.20,-19:04:33.0,0.13,,,,,,
12597,NGC6568,18:12:44.25,-21:37:40.9,7.8,,,,,,
12598,NGC6569,18:13:38.67,-31:49:39.6,4.5,,,,,,
12599,NGC6570,18:11:07.30,+14:05:35.1,1.59,0.86,24.0,,,,
12600,NGC6571,18:10:49.36,+21:14:18.6,0.79,0.58,50.0,,,,
12601,NGC6572,18:12:06.21,+06:51:13.4,0.18,,,,,,
12602,NGC6573,18:14:22.98,-22:10:27.7,3.18,,,,,,
12603,NGC6574,18:11:51.23,+14:58:54.4,1.57,1.2,160.0,,6610,,
12604,NGC6575,18:10:57.49,+31:06:58.3,1.5,1.08,64.0,,,,
12605,NGC6576,18:11:48.02,+21:25:41.7,0.76,0.65,139.0,,,,
12606,NGC6577,18:12:01.23,+21:27:48.2,1.23,1.06,179.0,,,,
12607,NGC6578,18:16:16.50,-20:27:03.3,0.14,,,,,,
12608,NGC6579,18:12:31.81,+21:25:14.5,1.15,0.78,33.0,,,,
12609,NGC6580,18:12:33.70,+21:25:34.1,1.39,0.82,98.0,,,,
12610,NGC6581,18:12:18.42,+25:39:44.5,0.6,0.44,5.0,,,1280,
12611,NGC6582,18:11:03.50,+49:54:38.0,1.4,,,,,,
12612,NGC6582 NED01,18:11:01.87,+49:54:42.8,0.76,0.76,113.0,,,,
12613,NGC6582 NED02,18:11:05.16,+49:54:33.2,1.45,1.0,146.0,,,,
12614,NGC6583,18:15:48.93,-22:08:15.5,3.6,,,,,,
12615,NGC6584,18:18:37.65,-52:12:54.6,5.1,,,,,,
12616,NGC6585,18:12:21.79,+39:37:58.8,2.01,0.45,50.0,,,,
12617,NGC6586,18:13:38.50,+21:05:24.3,1.15,0.59,104.0,,,,
12618,NGC6587,18:13:50.89,+18:49:30.7,1.82,1.82,20.0,,,,
12619,NGC6588,18:20:58.86,-63:48:35.9,5.4,,,,,,
12620,NGC6589,18:16:55.37,-19:46:37.5,4.0,3.0,,,,4690,
12621,NGC6590,18:17:04.99,-19:51:57.8,4.0,3.0,,,6595,4700,
12622,NGC6591,18:14:03.90,+21:03:50.0,0.54,0.21,54.0,,,,
12623,NGC6592,18:09:50.68,+61:25:19.1,0.81,0.65,116.0,,,,
12624,NGC6593,18:14:03.55,+22:17:02.1,0.81,0.67,0.0,,,,
12625,NGC6594,18:10:05.52,+61:08:00.5,0.86,0.5,93.0,,,,
12626,NGC6595,18:17:04.99,-19:51:57.8,,,,,6590,,
12627,NGC6596,18:17:33.73,-16:39:01.6,6.6,,,,,,
12628,NGC6597,18:11:13.45,+61:10:50.4,0.89,0.5,87.0,,,,
12629,NGC6598,18:08:56.00,+69:04:04.4,1.18,0.87,35.0,,,,
12630,NGC6599,18:15:42.98,+24:54:44.6,1.23,1.14,35.0,,6600,,
12631,NGC6600,18:15:42.98,+24:54:44.6,,,,,6599,,
12632,NGC6601,18:11:44.35,+61:27:11.9,0.79,0.49,45.0,,,,
12633,NGC6602,18:16:34.29,+25:02:38.5,0.77,0.57,178.0,,,,
12634,NGC6603,18:18:26.97,-18:24:21.8,4.2,,,,,,
12635,NGC6604,18:18:02.96,-12:14:35.2,9.6,,,,,,
12636,NGC6605,18:16:21.68,-15:00:54.7,6.3,,,,,,
12637,NGC6606,18:14:41.59,+43:16:07.1,0.91,0.71,87.0,,,,
12638,NGC6607,18:12:14.74,+61:19:58.5,0.55,0.48,54.0,,,,
12639,NGC6608,18:12:28.88,+61:17:53.4,0.86,0.19,43.0,,,,
12640,NGC6609,18:12:33.57,+61:19:54.9,0.83,0.72,81.0,,,,
12641,NGC6610,18:11:51.23,+14:58:54.4,,,,,6574,,
12642,NGC6611,18:18:48.17,-13:48:26.0,120.0,25.0,,16.0,,,Eagle Nebula
12643,NGC6612,18:16:10.85,+36:04:42.8,1.02,0.66,170.0,,,,
12644,NGC6613,18:19:58.49,-17:06:07.1,6.0,,,18.0,,,
12645,NGC6614,18:25:07.21,-63:14:54.1,1.64,1.26,69.0,,,,
12646,NGC6615,18:18:33.47,+13:15:54.1,1.37,0.87,170.0,,,,
12647,NGC6616,18:17:41.08,+22:14:18.4,1.35,0.57,55.0,,,,
12648,NGC6617,18:14:02.52,+61:19:10.4,0.9,0.52,73.0,,,,
12649,NGC6618,18:20:47.11,-16:10:17.5,12.6,,,17.0,,,"Checkmark Nebula,Lobster Nebula,Swan Nebula,omega Nebula"
12650,NGC6619,18:18:55.54,+23:39:20.2,1.38,0.89,104.0,,,,
12651,NGC6620,18:22:54.15,-26:49:18.1,0.13,,,,,,
12652,NGC6621,18:12:55.31,+68:21:48.4,2.15,0.87,143.0,,6621N,,
12653,NGC6622,18:12:59.80,+68:21:14.0,0.97,0.87,117.0,,6621S,,
12654,NGC6623,18:19:42.90,+23:42:20.0,1.3,,,,,,
12655,NGC6623 NED01,18:19:42.82,+23:42:06.4,0.15,0.15,,,,,
12656,NGC6623 NED02,18:19:42.86,+23:42:34.4,1.35,1.2,140.0,,,,
12657,NGC6624,18:23:40.57,-30:21:40.6,3.3,,,,,,
12658,NGC6625,18:22:47.30,-11:57:18.0,6.0,,,,,,
12659,NGC6626,18:24:32.89,-24:52:11.4,5.1,,,28.0,,,
12660,NGC6627,18:22:38.92,+15:41:52.8,1.07,0.96,75.0,,,,
12661,NGC6628,18:22:21.91,+23:28:42.8,1.52,0.91,89.0,,,,
12662,NGC6629,18:25:42.46,-23:12:10.4,0.26,,,,,,
12663,NGC6630,18:32:35.14,-63:17:35.7,0.81,0.68,102.0,,,,
12664,NGC6631,18:27:11.36,-12:01:52.4,5.7,,,,,,
12665,NGC6632,18:25:03.09,+27:32:07.1,2.4,1.16,156.0,,,,
12666,NGC6633,18:27:15.23,+06:30:29.6,12.0,,,,,,
12667,NGC6634,18:31:23.23,-32:20:52.7,,,,,6637,,
12668,NGC6635,18:27:37.11,+14:49:08.6,1.14,1.03,5.0,,,,
12669,NGC6636,18:22:03.50,+66:37:12.8,2.2,,,,,,
12670,NGC6636 NED01,18:22:02.87,+66:36:59.6,1.91,0.46,6.0,,,,
12671,NGC6636 NED02,18:22:05.11,+66:37:19.2,0.72,0.39,8.0,,,,
12672,NGC6637,18:31:23.23,-32:20:52.7,5.7,,,69.0,6634,,
12673,NGC6638,18:30:56.25,-25:29:47.1,4.2,,,,,,
12674,NGC6639,18:30:59.30,-13:09:21.0,6.0,,,,,,
12675,NGC6640,18:28:08.27,+34:18:09.6,0.83,0.18,146.0,,,,
12676,NGC6641,18:28:57.37,+22:54:10.8,0.93,0.81,100.0,,,,
12677,NGC6642,18:31:54.22,-23:28:34.1,3.9,,,,,,
12678,NGC6643,18:19:46.41,+74:34:06.1,3.32,1.63,37.0,,,,
12679,NGC6644,18:32:34.73,-25:07:45.7,0.04,,,,,,
12680,NGC6645,18:32:37.90,-16:53:02.0,5.4,,,,,,
12681,NGC6646,18:29:38.74,+39:51:54.5,1.49,1.25,67.0,,,,
12682,NGC6647,18:32:49.34,-17:13:43.2,3.6,,,,,,
12683,NGC6648,18:25:37.80,+64:58:34.2,,,,,,,
12684,NGC6649,18:33:27.96,-10:24:10.1,5.58,,,,,,
12685,NGC6650,18:25:27.99,+68:00:21.0,0.73,0.66,40.0,,,,
12686,NGC6651,18:24:19.71,+71:36:06.9,1.34,0.71,32.0,,,,
12687,NGC6652,18:35:45.75,-32:59:25.1,5.1,,,,,,
12688,NGC6653,18:44:38.37,-73:15:48.3,1.64,1.41,56.0,,,,
12689,NGC6654,18:24:07.57,+73:10:59.6,2.91,2.23,5.0,,,,
12690,NGC6654A,18:39:24.94,+73:34:47.1,2.11,0.44,59.0,,,,
12691,NGC6655,18:34:30.90,-05:55:15.1,,,,,,,
12692,NGC6656,18:36:24.20,-23:54:12.3,12.6,,,22.0,,,
12693,NGC6657,18:33:01.46,+34:03:37.7,0.77,0.44,135.0,,,,
12694,NGC6658,18:33:55.65,+22:53:17.8,1.5,0.25,5.0,,,,
12695,NGC6659,18:33:59.93,+23:35:41.6,5.4,,,,,,
12696,NGC6660,18:34:36.67,+22:54:34.8,1.95,1.13,143.0,,6661,,
12697,NGC6661,18:34:36.67,+22:54:34.8,,,,,6660,,
12698,NGC6662,18:34:11.18,+32:03:52.5,1.65,0.51,18.0,,,,
12699,NGC6663,18:33:33.68,+40:02:56.2,0.86,0.74,147.0,,,,
12700,NGC6664,18:36:33.35,-08:13:14.7,6.0,,,,,,
12701,NGC6665,18:34:30.01,+30:43:14.0,0.95,0.47,25.0,,,,
12702,NGC6666,18:34:44.93,+33:35:15.5,,,,,,,
12703,NGC6667,18:30:39.79,+67:59:13.3,1.88,1.05,99.0,,"6668,6678",,
12704,NGC6668,18:30:39.79,+67:59:13.3,,,,,6667,,
12705,NGC6669,18:37:15.09,+22:11:44.6,,,,,,,
12706,NGC6670,18:33:35.45,+59:53:19.7,1.2,,,,,,
12707,NGC6670A,18:33:37.72,+59:53:22.8,0.68,0.32,116.0,,6670N,,
12708,NGC6670B,18:33:34.09,+59:53:17.6,0.78,0.25,69.0,,6670W,,
12709,NGC6670 NED03,18:33:39.03,+59:53:17.3,0.27,0.17,72.0,,6670E,,
12710,NGC6671,18:37:26.16,+26:25:01.9,1.39,1.39,5.0,,,,
12711,NGC6672,18:36:14.39,+42:56:51.5,,,,,,,
12712,NGC6673,18:45:06.32,-62:17:50.0,2.6,1.44,27.0,,,,
12713,NGC6674,18:38:33.87,+25:22:30.5,4.01,2.04,144.0,,,,
12714,NGC6675,18:37:26.48,+40:03:27.8,1.31,0.94,131.0,,,,
12715,NGC6676,18:33:09.96,+66:57:32.6,1.5,0.37,141.0,,,,
12716,NGC6677,18:33:36.13,+67:06:38.7,0.84,0.35,103.0,,,,
12717,NGC6678,18:30:39.79,+67:59:13.3,,,,,6667,,
12718,NGC6679,18:33:30.50,+67:08:14.3,0.6,0.35,99.0,,,4763,
12719,NGC6680,18:39:43.97,+22:18:59.1,0.63,0.41,60.0,,,,
12720,NGC6681,18:43:12.64,-32:17:30.8,6.6,,,70.0,,,
12721,NGC6682,18:39:37.36,-04:48:49.3,4.5,,,,,,
12722,NGC6683,18:42:13.97,-06:12:44.1,3.0,,,,,,
12723,NGC6684,18:48:57.88,-65:10:24.4,4.19,2.96,29.0,,,,
12724,NGC6684A,18:52:22.81,-64:49:53.3,1.95,1.34,140.0,,,,
12725,NGC6685,18:39:58.64,+39:58:54.4,0.95,0.7,38.0,,,,
12726,NGC6686,18:40:07.02,+40:08:15.5,0.63,0.56,153.0,,,,
12727,NGC6687,18:37:22.11,+59:38:34.7,1.25,0.94,46.0,,,,
12728,NGC6688,18:40:40.13,+36:17:22.7,1.64,1.59,40.0,,,,
12729,NGC6689,18:34:50.25,+70:31:26.1,3.29,0.91,171.0,,6690,,
12730,NGC6690,18:34:50.25,+70:31:26.1,,,,,6689,,
12731,NGC6691,18:39:12.25,+55:38:30.5,1.47,1.37,35.0,,,,
12732,NGC6692,18:41:41.50,+34:50:37.0,1.05,0.55,119.0,,6693,,
12733,NGC6693,18:41:41.50,+34:50:37.0,,,,,6692,,
12734,NGC6694,18:45:18.66,-09:23:01.0,6.0,,,26.0,,,
12735,NGC6695,18:42:42.74,+40:22:00.8,1.21,0.67,13.0,,,,
12736,NGC6696,18:40:05.04,+59:20:02.3,0.91,0.23,1.0,,,,
12737,NGC6697,18:45:14.96,+25:30:45.3,1.19,0.95,65.0,,,,
12738,NGC6698,18:48:05.01,-25:28:37.8,4.98,,,,,,
12739,NGC6699,18:52:02.04,-57:19:14.7,1.74,1.71,95.0,,,,
12740,NGC6700,18:46:04.39,+32:16:46.6,1.52,1.01,114.0,,,,
12741,NGC6701,18:43:12.46,+60:39:12.0,1.42,1.36,120.0,,,,
12742,NGC6702,18:46:57.58,+45:42:20.4,1.64,1.42,58.0,,,,
12743,NGC6703,18:47:18.83,+45:33:02.3,2.43,2.38,85.0,,,,
12744,NGC6704,18:50:45.77,-05:12:19.5,3.3,,,,,,
12745,NGC6705,18:51:05.99,-06:16:12.1,9.0,,,11.0,,,"Amas de l'Ecu de Sobieski,Wild Duck Cluster"
12746,NGC6706,18:56:51.04,-63:09:58.4,1.7,0.77,124.0,,,,
12747,NGC6707,18:55:22.06,-53:49:06.4,2.62,1.05,143.0,,,,
12748,NGC6708,18:55:35.64,-53:43:24.4,1.16,0.86,163.0,,,,
12749,NGC6709,18:51:18.94,+10:19:07.5,8.7,,,,,,
