,Name,RA,Dec,MajAx,MinAx,PosAng,M,NGC,IC,Common names
12062,NGC6065,16:07:22.96,+13:53:16.5,0.98,0.94,150.0,,,,
12063,NGC6066,16:07:35.35,+13:56:37.4,1.0,0.77,112.0,,,,
12064,NGC6067,16:13:11.05,-54:13:08.2,8.1,,,,,,
12065,NGC6068,15:55:25.99,+78:59:48.4,1.29,0.79,158.0,,,,
12066,NGC6068A,15:54:47.51,+78:59:06.4,0.94,0.35,1.0,,,,
12067,NGC6069,16:07:41.64,+38:55:50.7,1.09,1.02,140.0,,,,
12068,NGC6070,16:09:58.69,+00:42:33.5,3.49,1.84,63.0,,,,
12069,NGC6071,16:02:07.03,+70:25:01.3,0.75,0.56,105.0,,,,
12070,NGC6072,16:12:58.20,-36:13:48.0,1.17,,,,,,
12071,NGC6073,16:10:10.85,+16:41:58.6,1.31,0.65,127.0,,,,
12072,NGC6074,16:11:17.00,+14:15:25.0,0.8,,,,,,
12073,NGC6074 NED01,16:11:16.76,+14:15:18.1,0.46,0.36,45.0,,,,
12074,NGC6074 NED02,16:11:17.22,+14:15:31.5,0.85,0.71,0.0,,,,
12075,NGC6075,16:11:22.59,+23:57:54.0,1.03,0.8,93.0,,,4594,
12076,NGC6076,16:11:13.40,+26:52:21.0,0.8,,,,,,
12077,NGC6076 NED01,16:11:13.01,+26:52:19.3,1.0,0.46,62.0,,6076SW,,
12078,NGC6076 NED02,16:11:13.80,+26:52:24.0,0.57,0.53,48.0,,6076NE,,
12079,NGC6077,16:11:14.12,+26:55:24.3,1.16,1.09,45.0,,,,
12080,NGC6078,16:12:05.45,+14:12:31.6,0.93,0.48,15.0,,,,
12081,NGC6079,16:04:29.21,+69:39:56.8,1.37,0.94,150.0,,,1200,
12082,NGC6080,16:12:59.00,+02:10:45.0,1.3,,,,,,
12083,NGC6080 NED01,16:12:58.64,+02:10:38.2,1.23,1.17,30.0,,,,
12084,NGC6080 NED02,16:12:59.46,+02:10:51.8,1.2,0.66,179.0,,,,
12085,NGC6081,16:12:56.86,+09:52:01.6,1.55,0.56,131.0,,,1202,
12086,NGC6082,16:15:27.56,-34:13:57.9,,,,,,,
12087,NGC6083,16:13:12.66,+14:11:07.5,0.79,0.56,33.0,,,,
12088,NGC6084,16:14:16.72,+17:45:26.8,1.24,0.79,29.0,,,,
12089,NGC6085,16:12:35.22,+29:21:54.3,1.31,1.09,161.0,,,,
12090,NGC6086,16:12:35.53,+29:29:05.2,1.9,1.23,2.0,,,,
12091,NGC6087,16:18:50.58,-57:56:04.5,10.2,,,,,,S Nor Cluster
12092,NGC6088,16:10:43.50,+57:27:51.0,1.1,,,,,,
12093,NGC6088 NED01,16:10:42.63,+57:27:59.5,1.07,0.62,170.0,,,,
12094,NGC6088 NED02,16:10:44.38,+57:27:43.7,0.78,0.72,96.0,,,,
12095,NGC6089,16:12:40.70,+33:02:11.0,1.1,,,,,,
12096,NGC6089 NED01,16:12:40.15,+33:02:05.6,0.85,0.68,17.0,,,,
12097,NGC6089 NED02,16:12:41.34,+33:02:15.8,1.41,0.71,45.0,,,,
12098,NGC6090,16:11:40.70,+52:27:24.0,0.8,,,,,,
12099,NGC6090 NED01,16:11:40.33,+52:27:23.7,0.85,0.74,96.0,,,,
12100,NGC6090 NED02,16:11:40.82,+52:27:26.9,0.44,0.19,,,,,
12101,NGC6091,16:07:52.99,+69:54:17.2,0.93,0.66,113.0,,,,
12102,NGC6092,16:14:04.60,+28:07:32.2,,,,,,,
12103,NGC6093,16:17:02.51,-22:58:30.4,5.7,,,80.0,,,
12104,NGC6094,16:06:33.90,+72:29:39.8,1.85,1.38,113.0,,,,
12105,NGC6095,16:11:10.97,+61:16:04.7,1.9,1.25,154.0,,,,
12106,NGC6096,16:14:46.70,+26:33:31.8,0.99,0.5,124.0,,,,
12107,NGC6097,16:14:26.17,+35:06:33.0,1.12,0.59,159.0,,,,
12108,NGC6098,16:15:34.18,+19:27:43.1,1.56,1.1,154.0,,,,
12109,NGC6099,16:15:35.56,+19:27:12.2,1.42,0.97,139.0,,,,
12110,NGC6100,16:16:52.37,+00:50:28.7,1.42,0.99,112.0,,,,
12111,NGC6101,16:25:48.57,-72:12:05.6,4.5,,,,,,
12112,NGC6102,16:15:36.92,+28:09:30.9,0.78,0.57,68.0,,,,
12113,NGC6103,16:15:44.62,+31:57:50.2,0.72,0.45,77.0,,,,
12114,NGC6104,16:16:30.69,+35:42:29.0,0.87,0.69,62.0,,,,
12115,NGC6105,16:17:09.31,+34:52:44.0,0.71,0.57,110.0,,,,
12116,NGC6106,16:18:47.17,+07:24:39.2,2.19,1.18,139.0,,,,
12117,NGC6107,16:17:20.13,+34:54:07.0,1.59,1.02,36.0,,,,
12118,NGC6108,16:17:25.63,+35:08:08.6,0.95,0.64,105.0,,,,
12119,NGC6109,16:17:40.52,+35:00:15.4,1.02,0.97,85.0,,,,
12120,NGC6110,16:17:43.97,+35:05:13.1,0.69,0.33,105.0,,,,
12121,NGC6111,16:14:22.80,+63:15:40.0,0.85,0.72,12.0,,,,
12122,NGC6112,16:18:00.56,+35:06:37.0,0.78,0.73,135.0,,,,
12123,NGC6113,16:19:10.54,+14:08:01.1,1.23,0.58,153.0,,,,
12124,NGC6114,16:18:23.63,+35:10:27.5,0.93,0.53,112.0,,,,
12125,NGC6115,16:24:26.38,-51:56:53.7,,,,,,,
12126,NGC6116,16:18:54.60,+35:09:14.3,0.94,0.58,15.0,,,,
12127,NGC6117,16:19:18.16,+37:05:42.8,1.05,0.87,84.0,,,,
12128,NGC6118,16:21:48.62,-02:17:00.4,4.45,1.78,59.0,,,,
12129,NGC6119,16:19:41.97,+37:48:22.7,0.6,0.46,73.0,,,,
12130,NGC6120,16:19:48.10,+37:46:28.1,0.48,0.37,35.0,,,,
12131,NGC6121,16:23:35.40,-26:31:31.9,28.2,,,4.0,,,
12132,NGC6122,16:20:09.53,+37:47:53.6,1.1,0.25,160.0,,,,
12133,NGC6123,16:17:19.74,+61:56:20.8,0.91,0.32,4.0,,,,
12134,NGC6124,16:25:20.06,-40:39:13.3,13.5,,,,,,
12135,NGC6125,16:19:11.55,+57:59:03.2,1.38,1.38,40.0,,"6127,6128",,
12136,NGC6126,16:21:27.93,+36:22:35.9,0.93,0.77,22.0,,,,
12137,NGC6127,16:19:11.55,+57:59:03.2,,,,,6125,,
12138,NGC6128,16:19:11.55,+57:59:03.2,,,,,6125,,
12139,NGC6129,16:21:43.27,+37:59:45.7,0.93,0.84,120.0,,,,
12140,NGC6130,16:19:33.44,+57:36:53.9,1.22,0.78,32.0,,,,
12141,NGC6131,16:21:52.25,+38:55:56.8,1.08,1.04,25.0,,,,
12142,NGC6132,16:23:38.84,+11:47:10.5,1.28,0.43,127.0,,,4602,
12143,NGC6133,16:20:17.21,+56:39:08.7,,,,,,,
12144,NGC6134,16:27:46.50,-49:09:04.2,6.9,,,,,,
12145,NGC6135,16:14:24.88,+64:58:57.9,1.01,0.35,45.0,,,,
12146,NGC6136,16:20:59.42,+55:58:13.8,0.91,0.49,94.0,,,,
12147,NGC6137,16:23:03.10,+37:55:20.5,1.78,0.92,180.0,,,,
12148,NGC6138,17:22:40.02,+41:06:06.1,,,,,6363,,
12149,NGC6139,16:27:40.51,-38:50:59.1,4.5,,,,,,
12150,NGC6140,16:20:58.16,+65:23:26.0,2.09,1.78,83.0,,,,
12151,NGC6141,16:23:06.41,+40:51:29.9,0.43,0.35,150.0,,,,
12152,NGC6142,16:23:21.07,+37:15:30.2,1.49,0.48,165.0,,,,
12153,NGC6143,16:21:42.29,+55:05:09.8,1.1,0.99,175.0,,,,
12154,NGC6144,16:27:14.14,-26:01:29.0,5.4,,,,,,
12155,NGC6145,16:25:02.36,+40:56:47.9,0.98,0.51,2.0,,,,
12156,NGC6146,16:25:10.36,+40:53:34.3,1.66,1.26,83.0,,,,
12157,NGC6147,16:25:05.84,+40:55:43.6,0.57,0.48,50.0,,,,
12158,NGC6148,16:27:04.03,+24:05:35.8,0.42,0.24,54.0,,,,
12159,NGC6149,16:27:24.23,+19:35:49.9,1.24,0.43,18.0,,,,
12160,NGC6150,16:25:50.03,+40:29:18.8,1.61,0.85,74.0,,,,
12161,NGC6151,16:38:24.22,-73:15:08.8,,,,,,,
12162,NGC6152,16:32:45.62,-52:38:38.4,6.6,,,,,,
12163,NGC6153,16:31:30.64,-40:15:12.4,0.4,,,,,,
12164,NGC6154,16:25:30.48,+49:50:24.9,1.4,1.0,150.0,,,,
12165,NGC6155,16:26:08.34,+48:22:00.5,1.33,0.85,147.0,,,,
12166,NGC6156,16:34:52.55,-60:37:07.7,1.87,1.6,149.0,,,,
12167,NGC6157,16:25:48.39,+55:21:38.1,0.9,0.74,19.0,,,,
12168,NGC6158,16:27:40.89,+39:22:58.8,1.22,0.99,81.0,,,,
12169,NGC6159,16:27:25.23,+42:40:47.0,1.5,1.02,126.0,,,,
12170,NGC6160,16:27:41.13,+40:55:37.2,1.79,1.22,72.0,,,,
12171,NGC6161,16:28:20.63,+32:48:38.3,0.72,0.26,153.0,,,,
12172,NGC6162,16:28:22.37,+32:50:57.6,1.11,0.72,49.0,,,,
12173,NGC6163,16:28:27.91,+32:50:47.0,0.9,0.61,24.0,,,,
12174,NGC6164,16:33:41.84,-48:04:48.2,1.41,0.6,,,,,
12175,NGC6165,16:34:03.45,-48:09:01.8,2.5,0.5,,,,,
12176,NGC6166,16:28:38.48,+39:33:05.6,2.14,1.54,35.0,,,,
12177,NGC6166B,16:28:53.21,+39:33:36.0,0.43,0.35,176.0,,,,
12178,NGC6166C,16:28:23.31,+39:34:13.1,0.74,0.71,90.0,,,,
12179,NGC6167,16:34:34.98,-49:46:18.8,7.2,,,,,,
12180,NGC6168,16:31:21.30,+20:11:05.8,1.65,0.48,111.0,,,,
12181,NGC6169,16:34:04.63,-44:02:44.3,4.2,,,,,,
12182,NGC6170,16:27:36.50,+59:33:45.0,0.8,0.67,85.0,,6176,,
12183,NGC6171,16:32:31.92,-13:03:13.1,7.8,,,107.0,,,
12184,NGC6172,16:22:10.30,-01:30:53.5,0.9,0.89,80.0,,,1213,
12185,NGC6173,16:29:44.90,+40:48:41.8,2.03,1.4,145.0,,,,
12186,NGC6174,16:29:47.68,+40:52:19.1,0.9,,,,,,
12187,NGC6174 NED01,16:29:46.50,+40:52:29.5,0.41,0.29,150.0,,,,
12188,NGC6174 NED02,16:29:47.32,+40:52:21.8,0.72,0.65,123.0,,,,
12189,NGC6175,16:29:57.90,+40:37:45.0,1.5,,,,,,
12190,NGC6175 NED01,16:29:57.53,+40:37:50.6,1.45,0.85,97.0,,6175N,,
12191,NGC6175 NED02,16:29:58.06,+40:37:42.8,1.32,1.05,121.0,,,,
12192,NGC6176,16:27:36.50,+59:33:45.0,,,,,6170,,
12193,NGC6177,16:30:38.88,+35:03:23.2,1.62,1.09,19.0,,,,
12194,NGC6178,16:35:47.25,-45:38:37.5,6.9,,,,,,
12195,NGC6179,16:30:47.05,+35:06:08.1,0.36,0.31,24.0,,,,
12196,NGC6180,16:30:33.92,+40:32:22.0,1.09,0.85,22.0,,,,
12197,NGC6181,16:32:20.96,+19:49:35.6,2.39,0.99,177.0,,,,
12198,NGC6182,16:29:34.00,+55:31:04.0,1.51,0.56,144.0,,,,
12199,NGC6183,16:41:41.90,-69:22:19.8,2.36,0.8,37.0,,,,
12200,NGC6184,16:31:34.53,+40:33:56.2,0.93,0.56,121.0,,,,
12201,NGC6185,16:33:17.83,+35:20:32.4,1.47,0.8,3.0,,,,
12202,NGC6186,16:34:25.48,+21:32:27.2,1.57,0.7,59.0,,,,
12203,NGC6187,16:31:36.70,+57:42:24.0,0.75,0.62,140.0,,,,
12204,NGC6188,16:40:05.84,-48:39:44.2,20.0,12.0,,,,,Rim Nebula
12205,NGC6189,16:31:40.90,+59:37:34.0,1.49,0.75,27.0,,,,
12206,NGC6190,16:32:06.70,+58:26:20.3,1.42,1.04,77.0,,,,
12207,NGC6191,16:11:30.49,+58:47:09.0,1.3,0.49,180.0,,,,
12208,NGC6192,16:40:23.87,-43:22:00.5,7.5,,,,,,
12209,NGC6193,16:41:20.23,-48:45:45.1,8.1,,,,,,
12210,NGC6194,16:36:37.15,+36:12:01.6,0.9,0.7,112.0,,,,
12211,NGC6195,16:36:32.57,+39:01:40.4,1.44,0.97,41.0,,,,
12212,NGC6196,16:37:53.92,+36:04:23.0,1.14,0.82,140.0,,,4615,
12213,NGC6197,16:37:59.88,+35:59:43.8,0.75,0.38,38.0,,,4616,
12214,NGC6198,16:35:30.65,+57:29:12.4,0.88,0.6,92.0,,,,
12215,NGC6199,16:39:28.97,+36:03:32.3,,,,,,,
12216,NGC6200,16:44:07.35,-47:27:45.6,8.1,,,,,,
12217,NGC6201,16:40:14.41,+23:45:55.2,0.56,0.48,50.0,,,,
12218,NGC6202,16:43:23.23,+61:59:02.2,0.72,0.4,69.0,,6226,,
12219,NGC6203,16:40:27.41,+23:46:29.4,1.07,1.07,0.0,,,,
12220,NGC6204,16:46:09.50,-47:01:01.1,4.5,,,,,,
12221,NGC6205,16:41:41.63,+36:27:40.7,16.5,,,13.0,,,Hercules Globular Cluster
12222,NGC6206,16:40:07.90,+58:37:02.5,0.72,0.63,94.0,,,1227,
12223,NGC6207,16:43:03.75,+36:49:56.7,3.46,1.61,17.0,,,,
12224,NGC6208,16:49:28.19,-53:43:42.0,8.4,,,,,,
12225,NGC6209,16:54:57.66,-72:35:11.9,2.11,1.54,14.0,,,,
12226,NGC6210,16:44:29.52,+23:47:59.4,0.5,,,,,,
12227,NGC6211,16:41:27.64,+57:47:01.1,1.3,0.95,95.0,,,,
12228,NGC6212,16:43:23.14,+39:48:23.2,0.91,0.81,84.0,,,,
12229,NGC6213,16:41:37.19,+57:48:53.5,0.69,0.31,62.0,,,,
12230,NGC6214,16:39:31.93,+66:02:22.3,0.96,0.82,156.0,,,,
12231,NGC6215,16:51:06.81,-58:59:36.5,2.64,2.34,83.0,,,,
12232,NGC6215A,16:52:59.45,-58:56:52.8,1.96,0.64,11.0,,,,
12233,NGC6216,16:49:23.61,-44:43:53.5,4.2,,,,,,
12234,NGC6217,16:32:39.20,+78:11:53.4,2.24,1.63,155.0,,,,
12235,NGC6218,16:47:14.52,-01:56:52.2,11.1,,,12.0,,,
12236,NGC6219,16:46:22.51,+09:02:16.3,0.8,0.65,158.0,,,,
12237,NGC6220,16:47:13.28,-00:16:31.7,1.53,0.97,134.0,,,,
12238,NGC6221,16:52:46.08,-59:13:07.0,4.84,3.15,1.0,,,,
12239,NGC6222,17:00:45.40,-44:39:17.9,,,,,6259,,
12240,NGC6223,16:43:04.31,+61:34:44.1,3.16,2.33,90.0,,,,
12241,NGC6224,16:48:18.54,+06:18:44.0,1.1,1.01,140.0,,,,
12242,NGC6225,16:48:21.58,+06:13:22.0,1.18,0.79,149.0,,,,
12243,NGC6226,16:43:23.23,+61:59:02.2,,,,,6202,,
12244,NGC6227,16:51:33.72,-41:13:49.9,,,,,,,
12245,NGC6228,16:48:02.66,+26:12:48.8,0.93,0.39,133.0,,,,
12246,NGC6229,16:46:58.86,+47:31:40.1,4.8,,,,,,
12247,NGC6230,16:50:44.70,+04:36:18.0,1.7,,,,,,
12248,NGC6230 NED01,16:50:42.73,+04:36:18.0,0.58,0.35,124.0,,,,
12249,NGC6230 NED02,16:50:46.70,+04:36:16.7,0.72,0.52,60.0,,,,
12250,NGC6231,16:54:10.92,-41:49:27.3,13.8,,,,,,
12251,NGC6232,16:43:20.24,+70:37:57.1,1.47,1.16,176.0,,,,
12252,NGC6233,16:50:15.70,+23:34:47.4,1.46,0.73,28.0,,,,
12253,NGC6234,16:51:57.34,+04:23:00.7,0.74,0.67,39.0,,,,
12254,NGC6235,16:53:25.36,-22:10:38.8,4.2,,,,,,
12255,NGC6236,16:44:34.65,+70:46:48.8,1.82,1.07,12.0,,,,
12256,NGC6237,16:44:07.54,+70:38:05.3,,,,,,,
12257,NGC6238,16:47:16.63,+62:08:49.3,0.68,0.41,16.0,,,,
12258,NGC6239,16:50:04.98,+42:44:22.9,2.3,1.07,113.0,,,,
12259,NGC6240,16:52:58.87,+02:24:03.3,2.2,1.03,12.0,,,4625,
12260,NGC6241,16:50:10.95,+45:25:14.2,0.52,0.36,80.0,,,,
12261,NGC6242,16:55:33.44,-39:27:39.4,6.6,,,,,,
12262,NGC6243,16:52:26.29,+23:19:57.3,1.21,0.6,152.0,,,,
12263,NGC6244,16:48:03.91,+62:12:01.6,1.54,0.34,139.0,,,,
12264,NGC6245,16:45:22.48,+70:48:16.5,,,,,,,
12265,NGC6246,16:49:52.72,+55:32:31.4,1.38,0.73,46.0,,,,
12266,NGC6246A,16:50:13.98,+55:23:04.6,2.17,1.28,164.0,,,,
12267,NGC6247,16:48:20.24,+62:58:35.1,0.89,0.28,56.0,,,1233,
12268,NGC6248,16:46:21.99,+70:21:31.7,1.23,0.76,157.0,,,,
12269,NGC6249,16:57:41.50,-44:48:42.8,7.6,,,,,,
12270,NGC6250,16:57:56.07,-45:56:11.9,9.6,,,,,,
12271,NGC6251,16:32:31.97,+82:32:16.4,1.67,1.44,20.0,,,,
12272,NGC6252,16:32:40.57,+82:34:36.4,0.76,0.36,63.0,,,,
12273,NGC6253,16:59:05.13,-52:42:31.7,6.0,,,,,,
12274,NGC6254,16:57:08.99,-04:05:57.6,9.3,,,10.0,,,
12275,NGC6255,16:54:47.95,+36:30:04.0,3.1,1.37,95.0,,,,
12276,NGC6256,16:59:32.69,-37:07:17.1,4.2,,,,,,
12277,NGC6257,16:56:03.51,+39:38:43.8,0.87,0.27,122.0,,,,
12278,NGC6258,16:52:29.79,+60:30:52.3,0.87,0.67,65.0,,,,
12279,NGC6259,17:00:45.40,-44:39:17.9,6.0,,,,6222,,
12280,NGC6260,16:51:50.61,+63:42:52.5,0.93,0.77,130.0,,,,
12281,NGC6261,16:56:30.52,+27:58:39.0,1.09,0.44,85.0,,,,
12282,NGC6262,16:58:42.80,+57:05:54.2,0.78,0.32,77.0,,,,
12283,NGC6263,16:56:43.20,+27:49:19.5,1.05,0.31,109.0,,,,
12284,NGC6264,16:57:16.13,+27:50:58.6,0.82,0.52,24.0,,,,
12285,NGC6265,16:57:29.10,+27:50:39.2,0.88,0.57,35.0,,,,
12286,NGC6266,17:01:12.60,-30:06:44.5,7.8,,,62.0,,,
12287,NGC6267,16:58:08.66,+22:59:06.4,1.3,0.99,33.0,,,,
12288,NGC6268,17:02:10.39,-39:43:41.6,6.0,,,,,,
12289,NGC6269,16:57:58.09,+27:51:15.6,1.84,1.32,80.0,,,,
12290,NGC6270,16:58:44.05,+27:51:32.8,0.72,0.47,93.0,,,,
12291,NGC6271,16:58:50.77,+27:57:52.7,0.67,0.54,20.0,,,,
12292,NGC6272,16:58:58.26,+27:55:51.3,0.56,0.29,159.0,,,,
12293,NGC6273,17:02:37.68,-26:16:04.6,7.5,,,19.0,,,
12294,NGC6274,16:59:20.92,+29:56:37.8,1.2,,,,,,
12295,NGC6274 NED01,16:59:20.50,+29:56:47.1,0.6,0.43,16.0,,,,
12296,NGC6274 NED02,16:59:21.43,+29:56:26.0,0.83,0.17,117.0,,,,
12297,NGC6275,16:55:33.37,+63:14:31.9,0.76,0.47,146.0,,,,
12298,NGC6276,17:00:45.09,+23:02:38.4,0.64,0.55,130.0,,,1239,
12299,NGC6277,17:00:48.89,+23:02:21.7,,,,,,,
12300,NGC6278,17:00:50.33,+23:00:39.7,1.73,0.86,128.0,,,,
12301,NGC6279,16:59:01.43,+47:14:13.8,1.04,0.87,34.0,,,,
12302,NGC6280,17:01:57.49,+06:39:56.7,0.71,0.62,137.0,,,,
12303,NGC6281,17:04:41.30,-37:59:06.8,10.2,,,,,,
12304,NGC6282,17:00:47.11,+29:49:14.2,0.73,0.54,45.0,,,,
12305,NGC6283,16:59:26.57,+49:55:19.1,1.11,0.98,56.0,,,,
12306,NGC6284,17:04:28.75,-24:45:51.6,6.6,,,,,,
12307,NGC6285,16:58:24.01,+58:57:21.5,1.08,0.57,110.0,,6286N,,
12308,NGC6286,16:58:31.38,+58:56:10.5,1.22,1.12,35.0,,6286S,,
12309,NGC6287,17:05:09.34,-22:42:28.8,5.4,,,,,,
12310,NGC6288,16:57:24.45,+68:27:25.3,0.72,0.52,110.0,,,,
12311,NGC6289,16:57:44.99,+68:30:53.0,1.1,0.76,14.0,,,,
12312,NGC6290,17:00:56.43,+58:58:13.8,0.99,0.9,135.0,,,,
12313,NGC6291,17:00:55.92,+58:56:15.2,0.62,0.5,176.0,,,,
12314,NGC6292,17:03:03.47,+61:02:38.0,1.32,0.63,102.0,,,,
12315,NGC6293,17:10:10.41,-26:34:54.3,4.5,,,,,,
12316,NGC6294,17:10:16.23,-26:34:28.4,,,,,,,
12317,NGC6295,17:03:15.35,+60:20:15.9,0.98,0.42,77.0,,,,
12318,NGC6296,17:08:44.47,+03:53:38.7,0.89,0.7,124.0,,,,
12319,NGC6297,17:03:36.55,+62:01:32.2,0.64,0.45,84.0,,6298,,
12320,NGC6298,17:03:36.55,+62:01:32.2,,,,,6297,,
12321,NGC6299,17:05:04.41,+62:27:28.2,0.95,0.59,50.0,,,,
12322,NGC6300,17:16:59.47,-62:49:14.0,5.33,3.37,119.0,,,,
12323,NGC6301,17:08:32.74,+42:20:20.8,1.77,1.0,113.0,,,4643,
12324,NGC6302,17:13:44.63,-37:06:11.3,0.74,,,,,,"Bug Nebula,Butterfly Nebula"
12325,NGC6303,17:05:02.77,+68:49:39.3,1.47,0.67,61.0,,,,
12326,NGC6304,17:14:32.51,-29:27:44.2,3.6,,,,,,
12327,NGC6305,17:18:00.92,-59:10:19.5,1.69,1.32,137.0,,,,
12328,NGC6306,17:07:36.98,+60:43:44.0,1.32,0.49,161.0,,,,
12329,NGC6307,17:07:40.47,+60:45:02.8,1.36,1.03,153.0,,,,
12330,NGC6308,17:11:59.71,+23:22:47.8,1.19,0.95,156.0,,,,
12331,NGC6309,17:14:04.30,-12:54:38.0,0.26,,,,,,Box Nebula
12332,NGC6310,17:07:57.47,+60:59:24.6,1.68,0.35,70.0,,,,
12333,NGC6311,17:10:43.57,+41:39:04.0,1.23,1.17,5.0,,,,
12334,NGC6312,17:10:48.16,+42:17:15.7,0.87,0.74,5.0,,,,
12335,NGC6313,17:10:20.80,+48:19:54.3,1.45,0.52,156.0,,,,
12336,NGC6314,17:12:38.71,+23:16:12.2,1.37,0.7,174.0,,,,
12337,NGC6315,17:12:46.15,+23:13:24.8,0.76,0.59,5.0,,,,
12338,NGC6316,17:16:37.41,-28:08:24.1,4.8,,,,,,
12339,NGC6317,17:08:59.51,+62:53:52.8,0.96,0.61,44.0,,,,
12340,NGC6318,17:16:11.59,-39:25:29.9,3.3,,,,,,
12341,NGC6319,17:09:44.08,+62:58:23.0,1.17,1.14,170.0,,,,
12342,NGC6320,17:12:55.74,+40:15:59.4,1.26,0.82,98.0,,,,
12343,NGC6321,17:14:24.22,+20:18:50.1,1.0,0.91,95.0,,,,
12344,NGC6322,17:18:25.79,-42:56:02.5,6.3,,,,,,
12345,NGC6323,17:13:18.08,+43:46:56.8,1.2,0.55,175.0,,,,
12346,NGC6324,17:05:25.32,+75:24:25.3,0.98,0.52,74.0,,,,
12347,NGC6325,17:17:59.27,-23:45:57.7,4.02,,,,,,
12348,NGC6326,17:20:46.36,-51:45:15.8,0.21,,,,,,
12349,NGC6327,17:14:02.29,+43:38:58.1,0.58,0.56,120.0,,,,
12350,NGC6328,17:23:41.03,-65:00:36.6,1.61,1.56,160.0,,,,
12351,NGC6329,17:14:15.03,+43:41:04.9,1.18,1.15,75.0,,,,
12352,NGC6330,17:15:44.42,+29:24:15.5,1.19,0.55,165.0,,,,
12353,NGC6331,17:03:35.97,+78:37:44.4,1.04,1.0,30.0,,,,
12354,NGC6332,17:15:02.90,+43:39:36.7,1.74,0.89,45.0,,,,
12355,NGC6333,17:19:11.78,-18:30:58.5,6.9,,,9.0,,,
12356,NGC6334,17:20:49.70,-36:06:09.8,8.4,,,,,,
12357,NGC6335,17:19:31.92,-30:09:51.0,,,,,,,
12358,NGC6336,17:16:16.57,+43:49:13.7,1.05,0.73,167.0,,,,
12359,NGC6337,17:22:15.61,-38:29:01.4,0.85,,,,,,
12360,NGC6338,17:15:22.99,+57:24:40.3,1.73,1.04,16.0,,,,
12361,NGC6339,17:17:06.50,+40:50:41.9,1.86,1.17,170.0,,,,
12362,NGC6340,17:10:24.85,+72:18:16.0,3.04,2.88,155.0,,,,
12363,NGC6341,17:17:07.27,+43:08:11.5,14.4,,,92.0,,,
12364,NGC6342,17:21:10.14,-19:35:14.7,6.6,,,,,,
12365,NGC6343,17:17:16.27,+41:03:09.8,1.24,0.94,130.0,,,,
12366,NGC6344,17:17:18.15,+42:26:03.1,,,,,,,
12367,NGC6345,17:15:24.28,+57:21:01.1,0.95,0.39,35.0,,,,
12368,NGC6346,17:15:24.49,+57:19:21.1,0.91,0.58,94.0,,,,
12369,NGC6347,17:19:54.67,+16:39:38.5,1.22,0.57,98.0,,,1253,
12370,NGC6348,17:18:21.19,+41:38:51.4,0.85,0.57,118.0,,,,
12371,NGC6349,17:19:06.55,+36:03:39.3,1.07,0.25,80.0,,,,
12372,NGC6350,17:18:42.25,+41:41:39.6,1.24,1.04,89.0,,,,
12373,NGC6351,17:19:11.40,+36:03:38.0,0.4,,,,,,
12374,NGC6351 NED01,17:19:11.08,+36:03:37.5,0.31,0.27,110.0,,,,
12375,NGC6351 NED02,17:19:11.67,+36:03:39.8,0.08,0.07,43.0,,,,
12376,NGC6352,17:25:29.16,-48:25:21.7,7.2,,,,,,
12377,NGC6353,17:21:12.47,+15:41:18.8,,,,,,,
12378,NGC6354,17:24:34.28,-38:32:29.8,,,,,,,
12379,NGC6355,17:23:58.65,-26:21:12.3,2.7,,,,,,
12380,NGC6356,17:23:34.99,-17:48:46.9,5.4,,,,,,
12381,NGC6357,17:24:43.57,-34:12:04.8,3.9,,,,,,the War and Peace Nebula
12382,NGC6358,17:18:53.01,+52:36:55.0,1.0,0.4,110.0,,,,
12383,NGC6359,17:17:52.99,+61:46:50.9,1.06,0.75,141.0,,,,
12384,NGC6360,17:24:27.62,-29:52:17.7,5.1,,,,,,
12385,NGC6361,17:18:41.09,+60:36:29.4,2.06,0.56,52.0,,,,
12386,NGC6362,17:31:54.84,-67:02:52.3,8.4,,,,,,
12387,NGC6363,17:22:40.02,+41:06:06.1,1.02,0.84,145.0,,6138,,
12388,NGC6364,17:24:27.33,+29:23:24.6,1.38,1.08,7.0,,,,
12389,NGC6365,17:22:43.70,+62:10:12.0,1.5,,,,,,
12390,NGC6365A,17:22:43.81,+62:09:57.9,0.98,0.78,150.0,,,,
12391,NGC6365B,17:22:43.53,+62:10:25.4,1.13,0.24,32.0,,,,
12392,NGC6366,17:27:44.33,-05:04:35.9,13.8,,,,,,
12393,NGC6367,17:25:09.01,+37:45:35.6,0.99,0.79,161.0,,,,
12394,NGC6368,17:27:11.54,+11:32:37.0,3.44,0.8,43.0,,,,
12395,NGC6369,17:29:20.50,-23:45:34.0,0.63,,,,,,Little Ghost Nebula
12396,NGC6370,17:23:25.18,+56:58:28.3,1.31,1.08,112.0,,,,
12397,NGC6371,17:27:20.59,+26:30:18.2,0.72,0.55,165.0,,,,
12398,NGC6372,17:27:31.85,+26:28:30.5,1.61,0.94,75.0,,,,
12399,NGC6373,17:24:08.09,+58:59:42.3,1.04,0.7,84.0,,,,
12400,NGC6374,17:34:42.54,-32:34:52.9,6.9,,,,6383,,
12401,NGC6375,17:29:21.89,+16:12:24.0,1.53,1.48,145.0,,,,
12402,NGC6376,17:25:19.18,+58:49:02.8,0.52,0.29,172.0,,,,
